doc_id	excl_mrk_num	ques_mrk_num	poin_mrk_num	ellp_mrk_num
3425	9	5	66	0
3426	0	0	27	16
3427	0	20	421	0
3428	0	2	28	0
3429	0	0	16	1
3430	3	2	16	1
3431	2	3	63	0
3432	0	0	44	0
3433	3	2	265	0
3434	6	27	121	1
3435	2	6	56	18
3436	141	70	638	37
3437	20	45	227	22
3438	0	0	10	0
3439	0	0	81	0
3440	8	5	90	3
3441	0	1	139	1
3442	1	0	30	0
3443	0	0	60	5
3444	3	1	118	0
3445	7	1	16	0
3446	8	0	131	0
3447	86	31	546	7
3448	3	7	1718	0
3449	6	1	135	2
3450	2	14	432	6
3451	3	4	65	19
3452	2	7	289	0
3453	5	1	243	0
3454	331	427	3963	0
3455	2	33	237	0
3456	6	18	216	22
3457	5	8	507	0
3458	4	0	94	0
3459	8	28	96	16
3460	0	1	28	0
3461	4	7	245	2
3462	1836	1155	6263	1757
3463	1	1	58	11
3464	15	29	231	0
3465	0	0	39	0
3466	68	148	727	57
3467	0	4	15	0
3468	4	7	33	7
3469	1	5	263	5
3470	7	1	153	11
3471	0	2	192	3
3472	3	5	61	0
3473	1	1	18	1
3474	6	7	39	2
3475	1	5	7	1
3476	4	2	31	14
3477	19	21	56	6
3478	1	0	24	0
3479	0	0	431	0
3480	0	11	517	0
3481	0	2	375	0
3482	91	98	905	58
3483	99	141	4261	30
3484	7	0	143	0
3485	39	88	340	0
3486	7	8	81	2
3487	10	12	36	0
3488	0	0	7	0
3489	16	79	395	18
3490	2	4	2	0
3491	36	30	338	37
3492	29	58	996	67
3493	7	12	307	0
3494	1	2	31	0
3495	237	12	758	28
3496	57	207	2925	2
3497	3	0	43	0
3498	19	56	1137	21
3499	1	6	52	0
3500	27	8	176	8
3501	0	64	660	0
3502	0	3	26	2
3503	16	12	64	0
3504	5	10	57	0
3505	0	1	34	5
3506	7	6	149	0
3507	2	4	59	18
3508	0	1	111	0
3509	6	3	121	5
3510	1	1	20	0
3511	60	176	920	256
3512	1	6	235	0
3513	12	5	238	24
3514	25	10	192	3
3515	10	7	100	0
3516	7	39	213	4
3517	5	13	49	0
3518	30	30	1008	9
3519	15	1	85	0
3520	22	16	51	0
3521	0	0	145	0
3522	24	30	970	366
3523	0	0	17	0
3524	1	3	37	1
3525	1	2	81	0
3526	505	289	4551	46
3527	0	4	63	20
3528	6	20	217	3
3529	8	3	19	0
3530	0	1	872	1
3531	6	3	238	1
3532	0	0	387	0
3533	0	2	8	2
3534	2	8	39	0
3535	18	19	76	3
3536	8	11	97	6
3537	2	1	27	0
3538	11	7	62	20
3539	36	104	811	89
3540	2	2	405	0
3541	0	2	16	0
3542	10	16	78	13
3543	2	3	39	0
3544	6	4	31	2
3545	5	27	1307	4
3546	30	65	335	37
3547	8	8	43	2
3548	1	1	35	0
3549	3	5	97	1
3550	1	33	126	15
3551	2	0	19	0
3552	6	2	31	4
3553	3	20	123	6
3554	372	485	3781	2
3555	2	17	42	1
3556	20	22	180	0
3557	6	9	203	1
3558	4	14	153	2
3559	11	2	13	1
3560	52	0	587	1
3561	6	8	36	5
3562	0	2	17	0
3563	27	55	378	34
3564	0	1	178	7
3565	4	1	169	1
3566	45	38	579	2
3567	102	96	667	95
3568	18	63	403	31
3569	6	5	67	20
3570	9	14	43	0
3571	43	7	156	0
3572	17	47	194	1
3573	1	2	86	0
3574	1	1	159	1
3575	0	1	6	0
3576	7	26	150	9
3577	2	5	5	0
3578	0	0	17	0
3579	1	5	28	0
3580	21	34	285	20
3581	1	0	73	2
3582	5	3	34	3
3583	35	54	381	59
3584	164	502	3158	168
3585	906	751	2689	648
3586	21	22	91	4
3587	1	3	49	0
3588	6	3	17	0
3589	1	6	8	0
3590	9	5	61	20
3591	0	0	6	0
3592	1	0	38	0
3593	3	2	60	6
3594	1	2	13	4
3595	0	1	607	0
3596	1	2	19	1
3597	0	3	21	0
3598	62	137	211	11
3599	1	6	28	1
3600	0	0	7	0
3601	21	32	259	9
3602	1	0	17	2
3603	2	3	44	1
3604	70	34	991	24
3605	1	8	22	2
3606	1	11	32	0
3607	57	79	2790	0
3608	0	0	37	0
3609	49	97	566	121
3610	0	2	154	0
3611	1	1	40	6
3612	48	4	249	6
3613	70	98	1173	0
3614	18	4	73	2
3615	3	109	803	0
3616	5	7	42	2
3617	8	3	116	2
3618	34	16	103	20
3619	871	113	2004	218
3620	12	11	58	9
3621	8	0	38	1
3622	0	3	18	1
3623	3	14	131	0
3624	3	9	67	3
3625	1	0	156	0
3626	0	0	22	0
3627	109	195	1067	394
3628	51	65	376	3
3629	8	34	205	0
3630	0	1	5	0
3631	5	5	19	1
3632	0	0	2	0
3633	87	162	2087	0
3634	0	1	3	0
3635	1	4	54	1
3636	0	27	179	1
3637	1	12	58	0
3638	0	0	1304	0
3639	2	3	17	0
3640	8	32	2996	16
3641	1348	924	6200	205
3642	204	239	2481	4
3643	0	0	999	1
3644	30	168	2777	1
3645	0	12	58	0
3646	0	0	0	0
3647	0	7	77	10
3648	4	29	270	0
3649	0	2	28	4
3650	174	299	5872	108
3651	8	5	56	1
3652	0	1	23	0
3653	5	3	24	3
3654	0	0	18	0
3655	3	11	45	8
3656	3	8	41	1
3657	0	0	32	0
3658	0	0	129	0
3659	5	24	56	10
3660	1299	1340	7881	797
3661	56	55	421	35
3662	29	8	159	7
3663	0	3	38	4
3664	4	18	118	0
3665	5	2	37	0
3666	37	33	209	28
3667	0	1	21	0
3668	1	4	103	1
3669	4	33	129	0
3670	2	14	6	0
3671	1	0	32	0
3672	7	3	1940	0
3673	0	1	13	0
3674	3	6	106	1
3675	1	1	117	0
3676	0	4	25	0
3677	22	21	246	27
3678	117	372	1964	217
3679	22	38	1120	53
3680	11	4	253	5
3681	4	11	43	1
3682	7	3	11	1
3683	1	0	29	1
3684	1	6	34	2
3685	46	21	198	2
3686	0	0	71	0
3687	2	1	72	17
3688	0	0	23	6
3689	220	179	3474	1
3690	1	15	104	1
3691	97	128	620	23
3692	8	8	174	0
3693	214	153	2408	168
3694	34	187	1104	102
3695	8	5	36	2
3696	1	2	73	0
3697	19	12	87	7
3698	4	1	970	13
3699	0	0	269	0
3700	2	4	20	6
3701	6	17	61	1
3702	1	2	63	0
3703	2	8	70	0
3704	7	9	76	0
3705	25	85	788	12
3706	8	2	60	0
3707	1	5	67	6
3708	3	0	42	0
3709	37	10	52	5
3710	0	0	1374	0
3711	3	18	77	0
3712	7	1	54	6
3713	14	12	137	3
3714	7	5	26	1
3715	1	4	10	1
3716	87	12	164	7
3717	15	54	1702	14
3718	30	46	294	15
3719	1	2	32	2
3720	0	3	2	0
3721	0	5	22	1
3722	105	129	3208	128
3723	0	0	7	0
3724	3	2	111	1
3725	0	2	93	0
3726	0	0	40	10
3727	37	48	433	27
3728	2	0	14	0
3729	10	37	141	21
3730	0	3	72	1
3731	0	1	148	0
3732	1	0	27	0
3733	5	9	110	6
3734	0	0	32	0
3735	0	0	36	0
3736	22	37	291	52
3737	0	2	56	1
3738	3	14	54	0
3739	4	5	219	1
3740	31	30	115	9
3741	2	6	19	2
3742	4	1	45	0
3743	0	0	174	0
3744	2	8	385	1
3745	98	72	1199	4
3746	234	70	2335	20
3747	3	9	59	5
3748	1	1	1148	0
3749	0	1	6	1
3750	16	181	4440	14
3751	0	1	3	1
3752	0	0	2	0
3753	1	16	112	3
3754	3	10	79	20
3755	12	11	83	3
3756	136	120	732	132
3757	89	199	1376	126
3758	17	14	76	3
3759	5	17	31	3
3760	16	37	3357	31
3761	0	1	500	1
3762	2	15	90	1
3763	7	13	162	9
3764	27	11	152	2
3765	0	1	171	0
3766	3	6	49	0
3767	1	2	110	1
3768	25	26	843	22
3769	9	6	161	2
3770	1	4	8	0
3771	3	3	247	0
3772	158	189	1476	59
3773	135	35	889	14
3774	428	1747	12717	0
3775	9	16	96	6
3776	78	139	3559	0
3777	0	4	118	1
3778	1	2	88	0
3779	13	21	115	2
3780	3	1	41	5
3781	103	31	184	15
3782	2	3	20	1
3783	2	2	109	0
3784	395	1077	6501	5
3785	8	6	66	0
3786	4	4	30	1
3787	2	32	43	9
3788	1	4	205	2
3789	0	1	9	0
3790	2	19	35	2
3791	0	2	76	0
3792	27	33	287	34
3793	5	2	2223	5
3794	5	5	45	2
3795	4	4	43	2
3796	9	61	7336	83
3797	2	3	16	1
3798	160	243	1913	71
3799	18	9	793	5
3800	10	11	85	6
3801	288	878	5410	320
3802	205	614	3678	183
3803	8	9	7221	0
3804	34	50	266	7
3805	15	52	269	12
3806	1	3	54	0
3807	6	22	507	0
3808	8	10	37	3
3809	1	5	18	3
3810	4	6	104	1
3811	69	15	164	10
3812	2	12	612	0
3813	1	4	65	3
3814	1	25	123	4
3815	0	2	241	1
3816	0	1	92	1
3817	57	53	353	20
3818	4	2	205	4
3819	2	3	47	0
3820	0	0	25	0
3821	10	34	223	108
3822	0	4	133	0
3823	0	0	202	0
3824	1	15	40	0
3825	0	2	42	1
3826	8	12	44	5
3827	2	0	9	2
3828	14	43	301	31
3829	1	5	84	2
3830	5	1	32	0
3831	3	1	54	1
3832	0	1	8	0
3833	0	4	58	17
3834	2	2	102	1
3835	207	161	3495	230
3836	147	160	1330	0
3837	0	6	59	8
3838	57	78	566	12
3839	4	3	12	2
3840	21	7	3985	0
3841	5	3	2	0
3842	2	10	82	0
3843	13	6	63	21
3844	0	0	7	0
3845	55	15	290	9
3846	5	12	295	0
3847	265	59	2586	146
3848	1	2	65	0
3849	12	40	1119	391
3850	12	1	174	5
3851	3	8	119	4
3852	0	0	17	1
3853	0	2	3215	8
3854	9	14	111	5
3855	4	2	5	0
3856	108	94	753	10
3857	29	46	1965	1
3858	3	1	4	1
3859	3	1	449	1
3860	10	19	76	8
3861	28	221	1519	6
3862	2	1	25	1
3863	1	1	7	1
3864	109	469	1683	74
3865	17	15	159	7
3866	5	20	45	1
3867	32	42	1277	20
3868	3	1	36	2
3869	9	4	1	1
3870	5	40	288	17
3871	0	1	27	0
3872	2	6	26	2
3873	0	0	60	2
3874	11	4	228	23
3875	11	25	1784	0
3876	0	1	14	0
3877	2	1	113	0
3878	2	0	97	0
3879	10	1	22	3
3880	13	7	124	0
3881	2	4	165	7
3882	5	6	235	1
3883	7	4	127	0
3884	8	35	943	0
3885	0	0	236	3
3886	63	14	308	35
3887	0	1	57	0
3888	2	3	31	0
3889	7	3	552	3
3890	4	8	7	1
3891	19	48	324	1
3892	22	4	532	0
3893	2	1	420	0
3894	19	3	94	20
3895	1	1	17	0
3896	1	0	68	0
3897	3	15	129	2
3898	1	5	40	9
3899	1	1	14	1
3900	1	14	69	0
3901	9	21	99	31
3902	1	1	24	0
3903	51	28	391	8
3904	26	20	264	34
3905	42	6	1048	15
3906	69	220	1509	89
3907	72	48	488	11
3908	0	0	76	0
3909	34	63	538	77
3910	13	49	1536	0
3911	1	13	28	0
3912	22	15	750	0
3913	1	5	22	0
3914	4	5	7	0
3915	2	6	17	0
3916	0	6	34	0
3917	0	4	61	19
3918	1	6	879	0
3919	2	1	46	0
3920	10	1	3682	0
3921	12	4	21	3
3922	2	0	25	0
3923	0	15	33	1
3924	64	127	2169	0
3925	1120	216	2330	98
3926	37	131	384	42
3927	449	288	3166	236
3928	6	4	51	0
3929	4	2	76	21
3930	2	2	16	0
3931	3	5	24	2
3932	0	0	935	0
3933	94	34	871	6
3934	108	34	1036	6
3935	9	16	47	7
3936	30	401	3915	4
3937	1	5	556	0
3938	8	37	198	1
3939	15	34	212	17
3940	0	4	85	0
3941	2	13	1589	0
3942	2	8	96	4
3943	0	1	8	1
3944	2	6	70	14
3945	9	3	73	0
3946	1	3	4	0
3947	12	26	1836	127
3948	2	0	686	0
3949	2	0	171	0
3950	122	117	3448	94
3951	4	4	41	1
3952	16	11	2524	18
3953	0	1	31	1
3954	19	1	13	0
3955	15	8	106	21
3956	0	0	113	0
3957	9	9	58	1
3958	3	5	108	2
3959	5	2	144	1
3960	658	485	2454	0
3961	1	0	40	0
3962	72	223	1798	117
3963	0	0	0	0
3964	35	144	416	35
3965	3	1	2	1
3966	0	21	32	1
3967	0	0	11	1
3968	17	19	136	0
3969	4	5	33	0
3970	16	3	20	0
3971	697	174	937	127
3972	15	103	500	41
3973	0	0	159	0
3974	0	0	893	0
3975	3	3	29	4
3976	27	74	217	0
3977	29	45	274	19
3978	25	74	536	101
3979	28	52	641	2
3980	0	1	152	2
3981	39	186	1175	12
3982	9	0	79	0
3983	682	557	2662	386
3984	431	179	950	61
3985	4	3	77	0
3986	3	4	122	3
3987	0	1	23	0
3988	1	6	41	1
3989	8	0	78	0
3990	3	14	183	0
3991	0	1	13	0
3992	0	0	15	2
3993	4	4	146	5
3994	8	5	37	0
3995	18	99	452	3
3996	1	0	8	0
3997	28	171	2546	23
3998	31	18	46	14
3999	23	65	410	34
4000	8	8	43	2
4001	0	27	119	3
4002	5	3	113	0
4003	46	12	743	0
4004	0	4	0	0
4005	0	4	17	0
4006	0	1	43	0
4007	0	0	357	0
4008	3	1	13	0
4009	21	47	352	36
4010	5	17	16	0
4011	0	0	33	0
4012	21	19	410	4
4013	1	16	2146	0
4014	1	0	18	8
4015	1	0	197	0
4016	4	0	45	0
4017	0	4	25	1
4018	36	10	61	7
4019	3	6	333	22
4020	35	7	343	13
4021	4	43	1403	6
4022	0	22	2285	1
4023	12	4	96	1
4024	245	165	4219	117
4025	1	0	401	0
4026	36	10	720	2
4027	0	5	34	0
4028	0	0	1	0
4029	29	7	122	2
4030	17	10	28	12
4031	2	10	773	2
4032	40	1	87	0
4033	0	12	61	4
4034	1	4	70	1
4035	0	3	49	0
4036	3	3	93	1
4037	18	16	596	1
4038	24	16	222	0
4039	47	52	278	14
4040	0	1	45	2
4041	80	47	365	35
4042	3	10	125	4
4043	8	26	110	8
4044	0	78	518	1
4045	15	3	141	9
4046	1	1	178	0
4047	3	2	61	0
4048	78	28	2428	48
4049	4	9	44	6
4050	0	20	21	1
4051	37	108	437	1
4052	2	0	1	0
4053	3	13	66	1
4054	39	58	1579	5
4055	1	0	4	0
4056	16	2	131	5
4057	0	1	12	2
4058	2	4	81	0
4059	0	1	499	0
4060	22	19	78	2
4061	7	4	56	0
4062	0	2	1	0
4063	5	37	146	21
4064	3	5	64	0
4065	0	1	152	0
4066	2	0	15	0
4067	4	10	34	0
4068	1	0	56	17
4069	71	49	810	0
4070	0	0	41	0
4071	26	9	77	18
4072	0	1	881	0
4073	1	6	85	1
4074	2	17	20	1
4075	16	9	69	20
4076	13	26	1270	1
4077	2	19	58	7
4078	2	16	364	0
4079	9	43	868	0
4080	11	7	42	0
4081	33	24	206	4
4082	3	1	89	0
4083	24	1	155	0
4084	67	12	133	24
4085	2	9	87	0
4086	2	0	62	0
4087	3	21	51	1
4088	19	47	292	67
4089	3	9	72	2
4090	29	14	263	4
4091	7	2	356	0
4092	1	2	17	0
4093	1	0	1	0
4094	0	5	82	19
4095	0	1	3352	17
4096	7	4	348	0
4097	0	0	30	0
4098	38	17	335	3
4099	93	186	2104	1
4100	9	15	629	9
4101	42	11	43	1
4102	1	8	108	1
4103	2	0	89	4
4104	17	63	1925	1
4105	14	42	1152	28
4106	22	1	147	7
4107	76	181	535	12
4108	0	1	35	1
4109	3	6	98	3
4110	0	1	3	0
4111	2	4	101	20
4112	3	155	2923	13
4113	0	0	22	0
4114	1	14	740	0
4115	3	6	103	1
4116	15	42	453	11
4117	2	2	37	2
4118	6	3	47	2
4119	0	0	9	0
4120	0	0	20	0
4121	36	7	62	3
4122	0	7	106	0
4123	0	0	135	0
4124	1	10	30	0
4125	1	1	34	0
4126	98	95	1054	106
4127	3	133	2703	4
4128	2	2	30	0
4129	5	8	128	1
4130	3	0	35	0
4131	7	24	93	3
4132	0	4	62	1
4133	479	65	780	54
4134	11	11	95	10
4135	534	536	5656	104
4136	79	151	774	294
4137	1	8	151	5
4138	2	0	25	0
4139	0	0	3	0
4140	0	2	20	1
4141	0	25	39	1
4142	7	17	25	1
4143	33	92	1274	4
4144	28	69	1940	0
4145	1	1	68	2
4146	17	12	138	0
4147	4	5	89	11
4148	3	13	71	10
4149	1	26	10	3
4150	9	0	27	3
4151	71	76	1761	31
4152	18	2	213	10
4153	148	107	1818	86
4154	3	9	254	2
4155	23	11	88	1
4156	2	2	98	1
4157	20	5	255	18
4158	27	11	180	24
4159	127	53	1559	55
4160	0	4	26	6
4161	0	0	189	0
4162	0	0	29	0
4163	4	6	96	20
4164	1	0	93	0
4165	1	0	6	6
4166	1	8	135	0
4167	4	27	69	15
4168	0	0	638	0
4169	14	8	169	1
4170	6	12	75	9
4171	37	0	2260	29
4172	0	3	92	12
4173	0	12	158	36
4174	0	8	64	20
4175	22	3	3515	2
4176	3	25	356	58
4177	3	23	57	0
4178	9	13	51	1
4179	3	3	48	6
4180	32	267	654	95
4181	0	5	54	0
4182	51	50	880	0
4183	4	4	64	0
4184	0	0	26	0
4185	0	0	4	0
4186	3	2	12	1
4187	2	4	107	0
4188	57	300	1357	147
4189	0	0	23	0
4190	8	7	63	0
4191	1	29	90	3
4192	0	0	611	0
4193	22	19	80	2
4194	5	12	68	4
4195	21	6	46	7
4196	19	0	78	0
4197	150	178	1419	143
4198	11	0	246	4
4199	0	1	13	0
4200	1	0	4262	12
4201	4	7	76	2
4202	31	11	420	10
4203	0	18	833	0
4204	7	10	61	6
4205	1	0	31	0
4206	2	4	76	0
4207	74	69	494	49
4208	2	2	126	1
4209	0	1	29	0
4210	0	2	31	0
4211	3	1	294	0
4212	0	1	40	0
4213	4	4	225	1
4214	0	0	0	0
4215	0	17	56	0
4216	1	5	67	12
4217	2	1	91	1
4218	4	11	74	0
4219	3	0	49	0
4220	2	1	64	0
4221	0	0	23	0
4222	12	2	57	9
4223	11	50	1748	0
4224	3	3	12	0
4225	0	5	63	1
4226	0	2	53	0
4227	12	33	205	18
4228	7	26	188	0
4229	6	22	179	15
4230	5	6	92	26
4231	16	33	222	6
4232	0	0	44	0
4233	0	2	13	1
4234	1	2	160	1
4235	3	19	121	8
4236	2	2	84	1
4237	0	0	380	0
4238	1	7	52	0
4239	1	3	155	0
4240	81	93	936	25
4241	0	3	60	0
4242	6	5	75	2
4243	5	0	30	0
4244	13	0	27	7
4245	294	159	3378	1
4246	0	17	21	1
4247	55	71	291	71
4248	20	4	62	1
4249	3	5	94	1
4250	0	3	45	4
4251	10	7	46	10
4252	0	0	574	0
4253	53	26	203	0
4254	52	22	260	17
4255	0	0	38	0
4256	3	7	138	20
4257	2	4	90	15
4258	47	142	703	144
4259	1	6	133	1
4260	3	0	160	0
4261	113	130	847	253
4262	0	0	8	0
4263	4	2	8	3
4264	54	35	706	17
4265	4	3	17	1
4266	0	4	26	3
4267	29	159	2239	62
4268	43	49	1065	2
4269	25	90	323	14
4270	20	25	132	14
4271	1	1	35	1
4272	19	32	118	22
4273	2	11	63	1
4274	4	2	45	0
4275	2	2	9	1
4276	0	3	47	0
4277	1	1	20	0
4278	2	3	176	3
4279	2	7	280	0
4280	2	3	97	0
4281	2	17	486	3
4282	5	2	69	0
4283	1	2	147	0
4284	9	9	329	3
4285	3	1	53	0
4286	91	87	963	143
4287	10	2	110	1
4288	34	80	2596	17
4289	0	5	12	0
4290	0	0	285	0
4291	13	11	396	0
4292	80	86	3113	2
4293	1	1	27	0
4294	51	208	184	3
4295	1	0	48	0
4296	0	0	580	0
4297	1	12	40	0
4298	0	1	29	0
4299	42	13	633	12
4300	55	63	510	54
4301	0	2	26	20
4302	5	3	476	0
4303	0	2	380	0
4304	14	66	810	0
4305	83	162	469	5
4306	7	4	52	0
4307	395	556	4251	12
4308	18	31	146	17
4309	1	7	86	0
4310	3	0	17	1
4311	2	0	124	3
4312	5	17	75	17
4313	2	3	34	7
4314	3	2	8	0
4315	69	58	50	0
4316	2	2	33	0
4317	20	60	91	4
4318	5	2	42	1
4319	11	18	88	2
4320	17	3	52	0
4321	4	4	5	0
4322	4	31	179	26
4323	13	15	414	0
4324	4	8	88	0
4325	28	34	238	0
4326	32	6	572	15
4327	98	398	1813	1
4328	17	7	162	0
4329	1	4	216	23
4330	0	1	31	0
4331	49	17	111	2
4332	161	179	1730	54
4333	0	1	71	5
4334	10	9	71	2
4335	3	15	30	1
4336	2	30	202	2
4337	31	16	343	58
4338	99	157	970	65
4339	0	1	33	0
4340	3	8	91	1
4341	5	50	3133	44
4342	24	22	208	2
4343	0	6	77	6
4344	0	0	22	0
4345	4	0	38	1
4346	0	1	108	0
4347	5	8	120	0
4348	0	0	251	0
4349	6	1	72	0
4350	2	1	377	0
4351	0	1	95	0
4352	47	7	81	12
4353	4	5	1488	0
4354	11	7	59	2
4355	5	3	114	2
4356	0	0	6	0
4357	5	11	2049	0
4358	3	17	1629	6
4359	0	0	50	0
4360	369	106	2856	106
4361	3	8	112	3
4362	2	1	41	0
4363	4	4	91	3
4364	121	67	516	29
4365	1	6	162	17
4366	0	0	14	0
4367	2	4	170	0
4368	0	0	23	0
4369	8	14	35	1
4370	1	1	37	1
4371	3	2	33	0
4372	6	1	38	1
4373	8	4	115	5
4374	7	4	104	1
4375	2	8	85	19
4376	1	0	0	0
4377	2	3	124	8
4378	4	18	65	1
4379	0	1	111	9
4380	1	0	143	1
4381	0	0	220	0
4382	0	3	98	2
4383	3	3	139	2
4384	0	1	67	4
4385	0	6	62	19
4386	2	4	141	6
4387	2	5	94	1
4388	0	0	2635	7
4389	0	14	38	0
4390	8	13	160	9
4391	0	0	35	0
4392	2	20	13	1
4393	10	2	17	5
4394	1	12	30	5
4395	5	24	94	5
4396	28	18	463	3
4397	2	0	23	3
4398	10	10	46	3
4399	2	5	130	0
4400	4	1	25	0
4401	1	1	122	0
4402	6	0	74	0
4403	53	7	62	1
4404	0	11	1187	0
4405	2	3	55	0
4406	4	27	519	1
4407	12	17	78	7
4408	9	3	99	1
4409	3890	2517	23303	6262
4410	7	11	178	3
4411	1	1	51	3
4412	14	10	64	4
4413	7	3	111	2
4414	0	1	12	0
4415	0	4	259	0
4416	88	79	447	0
4417	6	3	101	6
4418	16	25	307	19
4419	18	13	974	10
4420	10	3	49	2
4421	9	14	46	11
4422	12	11	150	19
4423	0	2	425	0
4424	1	1	40	0
4425	4	4	113	6
4426	1	0	2363	20
4427	8	6	61	2
4428	3	4	33	5
4429	16	4	157	49
4430	4	3	26	6
4431	3	30	579	0
4432	0	0	24	0
4433	205	62	1427	0
4434	13	17	71	24
4435	0	0	99	0
4436	3	3	62	6
4437	2	2	18	0
4438	289	269	825	148
4439	0	0	974	0
4440	280	1063	5004	0
4441	0	2	27	7
4442	2	5	73	1
4443	1	17	82	0
4444	1	0	133	0
4445	2	1	181	0
4446	1	0	22	2
4447	10	21	114	23
4448	0	1	23	1
4449	2	4	60	5
4450	13	3	74	0
4451	0	0	103	0
4452	0	0	46	0
4453	1	21	222	4
4454	1	0	44	0
4455	0	4	40	1
4456	12	7	93	19
4457	0	5	556	1
4458	92	100	1322	35
4459	2	17	565	4
4460	718	1301	6098	1078
4461	89	18	612	55
4462	3	1	15	1
4463	809	1496	8304	0
4464	1	3	58	0
4465	0	1	56	0
4466	3	1	7	0
4467	3	34	19	2
4468	8	5	29	2
4469	1	23	21	0
4470	3	563	365	4
4471	1237	828	3196	690
4472	24	189	2942	2
4473	8	13	164	3
4474	11	6	77	1
4475	0	0	6	0
4476	12	9	264	4
4477	6	0	54	9
4478	3	27	108	0
4479	21	1	63	4
4480	0	6	1014	1
4481	58	74	834	67
4482	20	25	1062	1
4483	3	5	39	0
4484	3	11	45	0
4485	5	18	78	6
4486	8	15	592	0
4487	2	0	86	1
4488	14	55	391	9
4489	18	26	183	8
4490	25	1	41	10
4491	1	0	158	0
4492	6	4	124	2
4493	1	32	159	1
4494	0	0	20	3
4495	2	3	27	5
4496	7	11	141	5
4497	1	5	73	0
4498	1981	953	5737	34
4499	15	11	597	0
4500	1	3	61	0
4501	0	1	195	0
4502	1	8	302	5
4503	5	1	1149	1
4504	6	9	101	3
4505	50	157	851	258
4506	21	6	157	1
4507	2	1	7	0
4508	0	4	71	18
4509	9	27	108	0
4510	0	0	33	0
4511	13	8	68	4
4512	8	22	227	19
4513	3	5	126	6
4514	34	39	313	31
4515	18	19	293	5
4516	3	2	1035	1
4517	97	166	840	94
4518	5	8	93	4
4519	3	3	16	2
4520	9	10	209	9
4521	2	0	23	0
4522	1	1	46	1
4523	0	3	176	2
4524	3	4	120	1
4525	1	2	39	0
4526	0	2	2728	0
4527	0	1	1153	19
4528	20	5	65	6
4529	10	9	76	3
4530	20	15	761	0
4531	1	4	18	6
4532	13	5	528	46
4533	3	5	97	1
4534	40	30	333	67
4535	3	1	51	3
4536	0	2	55	0
4537	16	7	106	6
4538	1	5	112	0
4539	4	1	22	0
4540	1	5	13	0
4541	5	23	42	0
4542	1	1	34	8
4543	6	10	48	6
4544	1	2	10	0
4545	1	4	84	1
4546	19	5	64	20
4547	0	0	15	0
4548	0	37	81	0
4549	2	0	606	0
4550	33	13	101	27
4551	4	6	194	3
4552	0	0	655	0
4553	19	10	85	2
4554	1	0	47	0
4555	52	9	248	0
4556	1	0	49	0
4557	2	0	641	0
4558	12	11	395	5
4559	0	0	12	1
4560	2	3	16	0
4561	123	147	1121	162
4562	27	1	50	2
4563	3	8	106	1
4564	0	0	21	2
4565	2	4	51	0
4566	18	13	215	9
4567	2	29	3	1
4568	6	3	98	2
4569	3	2	76	0
4570	6	3	114	0
4571	0	1	74	1
4572	20	96	110	0
4573	6	4	127	0
4574	13	11	397	0
4575	108	85	1154	0
4576	0	24	212	37
4577	62	2	351	3
4578	0	5	68	20
4579	2	1	75	0
4580	193	208	2505	67
4581	1	1	1934	0
4582	1	19	58	7
4583	3	0	16	3
4584	4	5	167	1
4585	33	41	1784	11
4586	1	3	65	6
4587	682	624	5383	3
4588	19	29	872	0
4589	4	0	68	0
4590	10	10	80	0
4591	3	12	27	5
4592	1	8	48	6
4593	7	2	18	0
4594	5	1	1226	22
4595	0	0	55	0
4596	6	0	17	0
4597	14	6	92	29
4598	0	0	2	1
4599	1	0	128	0
4600	4	0	34	1
4601	2	0	11	0
4602	36	78	1071	23
4603	2	4	59	18
4604	6	3	116	0
4605	10	2	10	1
4606	1	0	78	0
4607	1	6	35	0
4608	12	4	192	3
4609	0	1	26	0
4610	2	17	151	24
4611	34	53	338	2
4612	18	21	517	18
4613	5	19	97	3
4614	0	2	402	0
4615	8	3	50	7
4616	15	29	101	6
4617	0	1	14	0
4618	47	43	159	0
4619	1	7	17	3
4620	13	9	40	3
4621	5	6	1835	2
4622	0	0	469	3
4623	101	86	279	24
4624	1	3	130	2
4625	0	0	265	7
4626	16	16	134	8
4627	4	10	138	5
4628	18	16	387	112
4629	3	2	48	0
4630	22	6	50	0
4631	2	9	151	1
4632	4	7	45	2
4633	1	21	111	6
4634	1	7	58	0
4635	2	10	51	5
4636	8	9	284	19
4637	71	56	589	51
4638	32	114	780	52
4639	6	10	38	1
4640	326	219	2846	13
4641	3	0	19	0
4642	212	30	474	0
4643	2	1	8	0
4644	0	0	0	0
4645	119	61	165	20
4646	2	4	71	5
4647	8	17	156	13
4648	4	6	29	2
4649	0	0	60	0
4650	0	1	66	0
4651	0	0	2	0
4652	9	1	26	0
4653	5	8	65	20
4654	4	3	56	0
4655	5	25	195	47
4656	3	1	21	0
4657	43	148	688	258
4658	1	2	7	0
4659	0	4	347	0
4660	36	19	556	5
4661	0	1	2	0
4662	13	16	66	5
4663	29	32	393	11
4664	4	8	107	1
4665	23	0	151	0
4666	5	1	98	0
4667	0	3	32	1
4668	6	5	50	3
4669	0	0	116	1
4670	1	1	26	0
4671	2	2	34	5
4672	30	30	175	9
4673	14	21	134	16
4674	15	1	8	1
4675	2	1	86	0
4676	24	439	3820	16
4677	7	25	94	1
4678	3	7	63	20
